Name,Team,No,Position,7mPGoals,7mPMissed,6mCGoals,6mCMissed,WingGoals,WingMissed,BTGoals,BTMissed,FBGoals,FBMissed,FTOGoals,FTOMissed,9mGoals,9mMissed,RC,2M,2+2,AS,ST,BS,TO,Time,Cluster
Miguel Martins,POR,10,CB,0,0,3,4,0,0,2,2,0,0,0,0,9,9,0,1,0,10,0,0,12,158.0,1
Viggó Kristjánsson,ISL,7,RB,10,3,2,2,0,0,5,0,4,0,3,3,5,8,0,2,0,13,0,0,7,202.0,1
Michael Damgaard Nielsen,DEN,27,LB,0,0,3,6,0,0,4,1,0,0,0,0,10,11,0,0,0,3,0,0,4,95.0,1
Zvonimir Srna,CRO,58,LB,0,0,5,0,0,0,2,0,3,0,0,2,10,12,1,5,0,19,1,3,16,238.0,1
Máté Lékai,HUN,66,CB,9,6,6,6,0,0,9,2,0,1,3,3,2,10,0,2,0,18,1,0,19,251.0,1
Magnus Gullerud,NOR,21,LP,0,0,19,7,0,0,0,0,1,0,1,1,0,0,0,4,0,2,2,3,2,190.0,1
Adrián Sipos,HUN,2,LP,0,0,2,3,0,0,0,0,2,0,0,0,0,0,1,8,0,2,3,9,1,233.0,1
Johannes Golla,GER,4,LP,0,0,25,9,0,0,0,0,3,2,3,4,0,0,0,5,0,7,9,6,7,419.0,1
Ludovic Fabregas,FRA,23,LP,0,0,37,5,0,0,0,0,5,0,2,2,0,1,1,7,0,13,3,5,2,354.0,1
Bence Bánhidi,HUN,27,LP,0,0,29,11,1,0,2,0,0,0,0,0,0,0,1,3,0,11,0,1,7,256.0,1
Dika Mem,FRA,10,RB,0,0,5,7,0,0,7,3,4,1,3,3,30,16,0,5,0,21,5,4,11,374.0,1
Jonathan Carlsbogard,SWE,2,LB,0,0,7,0,0,0,8,2,0,0,1,1,3,8,0,2,0,11,1,5,6,330.0,1
